close notes,resolver grp,summary,Cleaned_Column
"Issue Identification: ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6504c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
Now the utilization is normal. Reset email generated.,Linux Support,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is in Critical,now the utilization is normal reset email generated
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Resolution notes copied from Parent Incident: Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support, NODE ALERT: INBA-FILE1 is Down,"resolution notes copied from parent incident network side issues

alert reset  issue detected as resolved by orion
orion alert details"
"Resolution notes copied from Parent Incident: Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support, NODE ALERT: INBA-SCCM is Down,"resolution notes copied from parent incident network side issues

alert reset  issue detected as resolved by orion
orion alert details"
"Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,"network side issues

alert reset  issue detected as resolved by orion
orion alert details"
"We restarted the application, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws06.tcmis.com is Down,we restarted the application now it is up and running
Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: INBA-DC1 is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB01 is Warning	,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmtm-ws01.haasgroupintl.com is in Critical,now the utilization is normal reset email generated 
issue resolved,Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,issue resolved
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"We archived the log file, Now the utilization is normal  ",Linux Support,ALERT: Disk utilization on tcmtm03-ws01.haasgroupintl.com is Warning,we archived the log file now the utilization is normal  
"Resolution notes copied from Parent Incident: Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support, NODE ALERT: INBA-DC1 is Down,"resolution notes copied from parent incident network side issues

alert reset  issue detected as resolved by orion
orion alert details"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: GR-BER-C1116-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Checked with JDE team also , site is up and no issues reported",Windows Support,Critical ALERT:  A ecommerce component  on G-ECOMWEB1 is in a current state of: Down,checked with jde team also  site is up and no issues reported
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on TXAU-ZERTO01 is Critical	,"alert reset  issue detected as resolved by orion
orion alert details"
"Issue Identification: ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6529c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue Identification: ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6521c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Issue Identification: ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6528c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue Identification: ALERT: DISK SPACE on XA6503-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6503-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6503c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
,Windows Support, NODE ALERT: GBVVSML8 is Down,
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,"alert reset  issue detected as resolved by orion
orion alert details"
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on USAZSCCMCAS01 is Critical	,"

issue has been resolved without action alert reset  issue detected as resolved by orion
"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-SLC-891-NOC-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on ADAVIIS01 is Warning	,issue has been resolved without action alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: GR-BER-C1116-R01.wescoaircraft.com is Down,alert reset  issue detected as resolved by orion
"Issue Identification: ALERT: DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes
",Citrix Support,ALERT: DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6522c label 88e6af70 has currently 20  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSHR0 is : 96 %,issue has been resolved without action alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,issue has been resolved without action alert reset  issue detected as resolved by orion
