close notes,resolver grp,summary,Cleaned_Column
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",group alert group is down  network team tickets tier3  xian  apac  level 2 unit b no 5 lantian road yanliang xian china
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 95 %,warning alert memory utilization on gbvvscl3 is  95 
"Issue Identification: CPU Utilization on AUS-BI02 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-BI02 is Critical	,alert cpu utilization on ausbi02 is critical	
"Issue Identification: Memory Utilization on GBVVSHR0 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %,warning alert memory utilization on gbvvshr0 is  94 
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6513c label 88e6af70 has currently 20  is available
"Issue Identification: CPU Utilization on G-SQLDEV2 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on G-SQLDEV2 is Critical	,alert cpu utilization on gsqldev2 is critical	
"Issue Identification: Memory Utilization on GBVVSSQ10 is : 95 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %,warning alert memory utilization on gbvvssq10 is  95 
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6520c label 88e6af70 has currently 20  is available
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,alert cpu utilization on gbvvsdv0 is critical	
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	,alert cpu utilization on ausesx17haasgroupintlcom is critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,tier 3  critical device down ukredtz300f01 is down
"Issue Identification: ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the deletion of the profiles, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6528c label 88e6af70 has currently 19  is available
"Issue Identification: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	,alert cpu utilization on ausesx17haasgroupintlcom is warning	
"Application: monitoringhost 

Application Component: MonitoringHost.exe(Unknown) 

Application State: Up

Node: AUS-BIPRD-PUB01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.17
",Windows Support,Critical ALERT:  A monitoringhost component  on AUS-BIPRD-PUB01 is in a current state of: Down,critical alert  a monitoringhost component  on ausbiprdpub01 is in a current state of down
"Application State: Up

Node: G-MOVEITT1

Node Description: Windows 2019 Server

IP Address: 192.168.48.203

This issue occurred on Friday, June 17, 2022 9:34 AM CT.
",Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,critical alert  a microsoft iis component  on gmoveitt1 is in a current state of down
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmtm02-ws01.haasgroupintl.com is Critical,alert cpu utilization on tcmtm02ws01haasgroupintlcom is critical
issue resolved,Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 94 %,warning alert memory utilization on gbdvssq0 is  94 
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6525-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6525c label 88e6af70 has currently 20  is available
issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSCM1 is : 94 %,warning alert memory utilization on gbvvscm1 is  94 
issue resolved,Windows Support,Alert: CPU Utilization on G-SQLDEV2 is Critical	,alert cpu utilization on gsqldev2 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %,warning alert memory utilization on gbvvssq10 is  95 
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6511-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6511c label 88e6af70 has currently 20  is available
backlogs cleared,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on gbsvsfm0 is in a current state of critical
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6503-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6503c label 88e6af70 has currently 20  is available
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6518-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6518c label 88e6af70 has currently 20  is available
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %,warning alert memory utilization on usazsccmcas01 is  94 
issue has been resolved post users logged off ,Citrix Support,ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6523c label 88e6af70 has currently 20  is available
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,tier 3  critical device down inban2921r01wescoaircraftcom is down
"Resolution notes copied from Parent Incident: 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support, NODE ALERT: INBA-FILE1 is Down, node alert inbafile1 is down
"Resolution notes copied from Parent Incident: 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support, NODE ALERT: INBA-SCCM is Down, node alert inbasccm is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,esx alert idbaesx1wescohqcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,tier 3  critical device down inban2960ss01wescoaircraftcom is down
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6519-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6519c label 88e6af70 has currently 20  is available
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSDV0 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsdv0 is in a current state of down
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSDV5 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsdv5 is in a current state of down
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSMS8 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsms8 is in a current state of down
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSVM0 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsvm0 is in a current state of down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,alert cpu utilization on gbvvsdv0 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-SQL19-N1 is in a current state of: Critical,critical alert  a windows server 2019 services and counters component  on txausql19n1 is in a current state of critical
"Patching schedule, the server has rebooted and back to online",Windows Support, NODE ALERT: txau-crucible01 is Down, node alert txaucrucible01 is down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-SECURITY01 is Critical	,alert cpu utilization on aussecurity01 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on val-veeam-prx01 is in a current state of: Down,critical alert  a baseline services_windows component  on valveeamprx01 is in a current state of down
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSDV4 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsdv4 is in a current state of down
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,warning alert memory utilization on gbvvsds0 is  94 
Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: CAV-ACL01 is Down, node alert cavacl01 is down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EXCHCAS01 is Critical	,alert cpu utilization on gexchcas01 is critical	
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6528-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6528c label 88e6af70 has currently 20  is available
"Cleared Temp files and recycle bin
Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,ALERT: Critical disk utilization in GBVVSML7,alert critical disk utilization in gbvvsml7
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 94 %,warning alert memory utilization on gbdvssq0 is  94 
"Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: GBDVSMS0 is Down, node alert gbdvsms0 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: ITMVSMS0 is Down, node alert itmvsms0 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: FRTVSMS0 is Down, node alert frtvsms0 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: PLCVSMS0 is Down, node alert plcvsms0 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: PLSVSMS0 is Down, node alert plsvsms0 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: USIVSMS1 is Down, node alert usivsms1 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: GBSVSMS0 is Down, node alert gbsvsms0 is down
"Resolution notes copied from Parent Incident: Hi, 

SCCM converted and all servers powered on except the one in Meacham, please resume alerting / monitoring 
",Windows Support, NODE ALERT: USOVSMS0 is Down, node alert usovsms0 is down
