close notes,resolver grp,summary
Solar winds team has removed Traps and added crowds trike in solar winds.,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSSQ9 is in a current state of: Down
"

Solar winds team has removed Traps and added crowds trike in solar winds.",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSUST1 is in a current state of: Down
"
Solar winds team has removed Traps and added crowds trike in solar winds.",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSWW4 is in a current state of: Down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-EXCHCAS01 is Critical	
Now the utilization is normal,Linux Support,Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical
"
Solar winds team has removed Traps and added crowds trike in solar winds.",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on gbwsrsq1 is in a current state of: Down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on VALEXCHMS01 is : 94 %
 killed the simplify service and restart it.,Windows Support,Critical Alert: Memory Utilization on XALIC01 is : 99 %
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: Interface Down on US-Val1-4351-R02.wescoaircraft.com
 killed the simplify service and restart it.,Windows Support,Alert: Memory Utilization on XALIC01 is critical
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: Interface Down on US-Val1-4351-R01.wescoaircraft.com
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUTX-QATeamPro2 is Critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: Interface Down on US-Val1-4351-R02.wescoaircraft.com
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: Interface Down on US-Val1-4351-R01.wescoaircraft.com
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on US-Val1-4351-R01.wescoaircraft.com
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: Interface Down on US-Val1-4351-R01.wescoaircraft.com
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: Interface Down on US-Val1-4351-R02.wescoaircraft.com
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: Memory Utilization on XNETWEB03 is in Warning
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %
"Issue Identification: Memory Utilization on gbdvssq0 is : 95 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 95 %
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on infprd-rdeck01.haasgroupintl.com is warning
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on CAV-SQLDW04 is : 94 %
Alert reset - issue detected as resolved by Orion,Windows Support,DHCP Alerts: Service Impacted on  192.168.11.138 Location *DATA CENTER: AUSTIN
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on gbmi1-dc06 is Critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUS-RIMINI01 is in a current state of: Down
"Issue Identification: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	
"Issue Identification: Memory Utilization on GBVVSMS4 is : 99 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %
"Issue Identification: ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSCM1 is : 94 %
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Warning	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
"Issue Identification: ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available
"Application: Windows DHCP Server - Full/Almost_Full 

Application Component: Service: DHCP Server(Up), Error: Server Scope is Full(Up) 

Application State: Up

Node: AUS-DHCP01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.138

This issue occurred on Wednesday, June 15, 2022 8:17 AM CT.
",Windows Support,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmtm-ws01.haasgroupintl.com is in Critical
Backlogs cleared,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmtm-ws01.haasgroupintl.com is Critical
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down
"Issue Identification: ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %
backlog cleared,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical
Resolution notes copied from Parent Incident: issue resolved,Windows Support,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available
issue resolved,Windows Support,Critical ALERT:  A Windows DHCP Server - Full/Almost_Full component  on AUS-DHCP01 is in a current state of: Down
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmprd-ws01.tcmis.com is Warning
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %
"Issue Identification: ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: ALERT: DISK SPACE on XA6500-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6509-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: CPU Utilization on TXAU-ZERTO01 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on TXAU-ZERTO01 is Critical	
"Issue Identification: ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: ALERT: DISK SPACE on XA6518-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6518-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 95 %
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down
Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: INBA-FILE1 is Down
Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: INBA-SCCM is Down
Alert reset - issue detected as resolved by Orion,Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	
"Cleared old user files , now 15 GB Free",Windows Support,ALERT: DISK SPACE on GBVVSCL3-C:\ Label:OS 92247285 has currently 9 % is available
"Issue Identification: ALERT: DISK SPACE on XA6502-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6502-C:\ Label: 88E6AF70 has currently 20 % is available
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: US-NAP-C1111-R01.wescoaircraft.com is Down
"Issue Identification: ALERT: DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available
Now the utilization is normal. Reset email generated.,Linux Support,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is in Critical
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down
"Resolution notes copied from Parent Incident: Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support, NODE ALERT: INBA-FILE1 is Down
"Resolution notes copied from Parent Incident: Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support, NODE ALERT: INBA-SCCM is Down
"Network side issues

Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down
"We restarted the application, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws06.tcmis.com is Down
Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: INBA-DC1 is Down
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB01 is Warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmtm-ws01.haasgroupintl.com is in Critical
