,ClosureDate,Type,Region,Category,Country,Group,Summary,TSC,Summary_c,Summary_lemma,Summary_POS_Removed
7185,20-12-2022,Incident,AM,Active Directory,United States,Deskside,Procalc  -  Installation,Y,procalc    installation,procalc     installation,procalc installation
7186,20-12-2022,Incident,AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Battery Issues,Y,jll hardware issue  laptop battery issues,jll hardware issue   laptop battery issue,jll hardware issue battery issue
7187,21-12-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7188,20-12-2022,Incident,AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,application issue  adobe acrobat or nitro pdf,application issue   adobe acrobat or nitro pdf,application issue adobe acrobat pdf
7189,20-12-2022,Incident,AM,Windows / OS,United States,Deskside,Teams audio,Y,teams audio,team audio,team audio
7190,26-12-2022,Incident,AP,Laptop,Thailand,Deskside,[Windows 10]-issue with Laptop battery swelling,Y,windows  with laptop battery swelling,window   with laptop battery swell,window battery swell
7191,22-12-2022,Incident,AP,Laptop,Hong Kong,Deskside,Hardware Issue - Replace temp laptop (HKTEMPL338),Y,hardware issue  replace temp laptop ,hardware issue   replace temp laptop,issue laptop
7192,20-12-2022,Incident,AM,,United States,Deskside, Adobe Acrobat Pro -  Assistance,Y, adobe acrobat pro   assistance,  adobe acrobat pro    assistance,adobe acrobat assistance
7193,21-12-2022,Incident,AM,,India,Deskside,TSC please send to relevant desk side for action,Y,tsc please send to relevant desk side for action,tsc please send to relevant desk side for action,please side action
7194,25-12-2022,Incident,AP,,Hong Kong,Deskside,Unable login to Techzone,Y,unable login to techzone,unable login to techzone,login
7195,30-12-2022,Incident,AP,Laptop,China,Deskside,Laptop Damaged,Y,laptop damaged,laptop damage,damage
7196,03-01-2023,Incident,EMEA,Hardware,United Kingdom,Deskside,*** VIP ***Reported Issue - Hardware - Other,Y, vip reported issue  hardware  other,  vip report issue   hardware   other,report issue
7197,27-12-2022,Incident,EMEA,Laptop,Spain,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7198,20-12-2022,Incident,EMEA,,Germany,Deskside,Reported Issue - Application - PowerPoint (desktop),Y,reported issue  application  powerpoint desktop,report issue   application   powerpoint desktop,report issue application powerpoint desktop
7199,21-12-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,Application Issue - Other App - Script error appearing on users desktop,Y,application issue  other app  script error appearing on users desktop,application issue   other app   script error appear on user desktop,application issue script error user desktop
7200,21-12-2022,Incident,EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop - Keyboard are typing the incorrect letters,Y,hardware issue  laptop  keyboard are typing the incorrect letters,hardware issue   laptop   keyboard be type the incorrect letter,hardware issue letter
7201,27-12-2022,Incident,EMEA,Mobile Device,Poland,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
7202,23-12-2022,Incident,AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,windows troubleshooting,window troubleshooting,window
7203,21-12-2022,Incident,AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,hardware issue  monitor,hardware issue   monitor,hardware issue monitor
7204,03-02-2023,Incident,EMEA,Windows / OS,United Kingdom,Deskside,Application Issue - Other App,Y,application issue  other app,application issue   other app,application issue app
7205,17-01-2023,Incident,AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,internet  network connectivity issues,internet   network connectivity issue,internet network connectivity issue
7206,21-12-2022,Incident,EMEA,Access,United Arab Emirates,Deskside,Reported Issue - Office Technology,Y,reported issue  office technology,report issue   office technology,report issue office technology
7207,20-12-2022,Incident,AM,Laptop,United States,Deskside,HARD DOWN -  Hardware Issue - Laptop Not starting,Y,hard down   hardware issue  laptop not starting,hard down    hardware issue   laptop not start,issue
7208,21-12-2022,Incident,AM,Laptop,United States,Deskside,HARD DOWN -  Hardware Issue - Laptop Not starting,Y,hard down   hardware issue  laptop not starting,hard down    hardware issue   laptop not start,issue
7209,10-01-2023,Incident,AM,,United States,Deskside,WinZip -  Assistance,Y,winzip   assistance,winzip    assistance,winzip assistance
7210,23-12-2022,Incident,AM,M365,United States,Deskside,Microsoft Office Files -  Issue,Y,microsoft office files   issue,microsoft office file    issue,office file issue
7211,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop One monitor down,Y,hardware issue  laptop one monitor down,hardware issue   laptop one monitor down,hardware issue monitor
7212,21-12-2022,Incident,AM,Access,United States,Deskside,BAC Outlook (desktop) - Unable to Access an Outlook group.,Y,bac outlook desktop  unable to access an outlook group,bac outlook desktop   unable to access an outlook group,outlook desktop access outlook group
7213,22-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware - Laptop Admin Rights,Y,hardware  laptop admin rights,hardware   laptop admin right,hardware admin right
7214,27-12-2022,Incident,AM,,United States,Deskside,JL lAdmin Rights reMarkable update assistance,Y,jl ladmin rights remarkable update assistance,jl ladmin right remarkable update assistance,jl ladmin assistance
7215,28-12-2022,Incident,AM,,United States,Deskside,JLL - Adobe Acrobat Pro Install set up issue,Y,jll  adobe acrobat pro install set up issue,jll   adobe acrobat pro install set up issue,jll adobe install issue
7216,18-01-2023,Incident,AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Fan issue,Y,jll hardware issue  laptop fan issue,jll hardware issue   laptop fan issue,jll hardware issue fan issue
7217,23-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues,Y,hardware issue  laptop issues,hardware issue   laptop issue,hardware issue issue
7218,30-12-2022,Incident,AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,internet  network connectivity issues,internet   network connectivity issue,internet network connectivity issue
7219,20-12-2022,Incident,AP,,Singapore,Deskside,Unable to connect to VPN,Y,unable to connect to vpn,unable to connect to vpn,
7220,23-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop did not start this is a machine overview APT Scheduled at 1PM today.,Y,hardware issue  laptop did not start this is a machine overview apt scheduled at  today,hardware issue   laptop do not start this be a machine overview apt schedule at   today,hardware issue machine overview schedule today
7221,27-12-2022,Incident,AM,Network,United States,Deskside,Reported Issue - Network - WiFi,Y,reported issue  network  wifi,report issue   network   wifi,report issue network wifi
7222,21-12-2022,Incident,AM,Laptop,United States,Deskside,Laptop - not working ,Y,laptop  not working ,laptop   not work,work
7223,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop touchpad issues,Y,hardware issue  laptop touchpad issues,hardware issue   laptop touchpad issue,hardware issue touchpad issue
7224,21-12-2022,Incident,EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop ,Y,hardware issue  laptop ,hardware issue   laptop,hardware issue laptop
7225,21-12-2022,Incident,AM,M365,United States,Deskside,Software (building's security camera system-NVMS7000)    -  Installation / Admin rights required,Y,software buildings security camera       installation  admin rights required,software building security camera        installation   admin right require,software security camera installation require
7226,21-12-2022,Incident,AM,Password,United States,Deskside,Edward Mrak - URGENT-JLL Network Account-Password reset not working,Y,edward mrak  urgentjll network accountpassword reset not working,edward mrak   urgentjll network accountpassword reset not work,mrak network accountpassword reset
7227,21-12-2022,Incident,AM,Active Directory,United States,Deskside,Software (Mouse driver) -  Update / Admin rights required,Y,software mouse driver   update  admin rights required,software mouse driver    update   admin right require,software mouse driver admin right require
7228,21-12-2022,Incident,AM,Windows / OS,United States,Deskside,Windows 10  -  File explorer not responding,Y,windows     file explorer not responding,window      file explorer not respond,window file explorer
7229,22-12-2022,Incident,AM,Windows / OS,United States,Deskside,Windows 10 issues - Blue Screen (BSOD) / URGENT - Actioned - Pending closure completion,Y,windows  issues  blue screen bsod  urgent  actioned  pending closure completion,window   issue   blue screen bsod   urgent   action   pende closure completion,issue action pende closure completion
7230,29-12-2022,Incident,AM,Windows / OS,Mexico,Deskside,Drivers Update - Operating System,Y,drivers update  operating system,driver update   operating system,driver update operating system
7231,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,hardware issue  laptop battery issues,hardware issue   laptop battery issue,hardware issue battery issue
7232,22-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop touchscreen is not working,Y,hardware issue  laptop touchscreen is not working,hardware issue   laptop touchscreen be not work,hardware issue
7233,28-12-2022,Incident,AM,M365,United States,Deskside,Microsoft Teams - Recover  teams meeting recording.,Y,microsoft teams  recover  teams meeting recording,microsoft team   recover   team meet recording,team recover team meet
7234,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
7235,28-12-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7236,25-01-2023,Incident,AM,Active Directory,United States,Deskside,Local Admin rights -  Assistance,Y,local admin rights   assistance,local admin right    assistance,admin right assistance
7237,03-01-2023,Incident,AM,Email,United States,Deskside,Outlook / Email -   Cannot search for emails in Archive folder,Y,outlook  email    cannot search for emails in archive folder,outlook   email     can not search for email in archive folder,outlook email email folder
7238,21-12-2022,Incident,AM,,United States,Deskside,JLL Computer- Admin Rigths,Y,jll computer admin rigths,jll computer admin rigth,jll computer admin rigth
7239,21-12-2022,Incident,AM,Access,Canada,Deskside,Total Access Mail Merge - Access issues,Y,total access mail merge  access issues,total access mail merge   access issue,access mail merge access issue
7240,21-12-2022,Incident,AM,Active Directory,United States,Deskside,Local Admin rights - Move shortcuts,Y,local admin rights  move shortcuts,local admin right   move shortcut,admin move shortcut
7241,28-12-2022,Incident,EMEA,,Spain,Deskside,Reported Issue - Other / Miscellaneous,Y,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
7242,25-01-2023,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop camera is not working,Y,hardware issue  laptop camera is not working,hardware issue   laptop camera be not work,hardware issue camera
