notes,Cleaned_Column
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion,alert reset  issue detected as resolved by orion
Now the service is UP and running. Reset email generated.,now the service is up and running reset email generated
Monitoring agent service started and running ,monitoring agent service started and running 
Resolution notes copied from Parent Incident: issue resolved,resolution notes copied from parent incident issue resolved
issue resolved,issue resolved
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash","hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
aparna prakash"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details","alert reset  issue detected as resolved by orion
orion alert details"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details","alert reset  issue detected as resolved by orion
orion alert details"
All backlogs cleared.,all backlogs cleared
issue resolved,issue resolved
Resolution notes copied from Parent Incident: issue resolved,resolution notes copied from parent incident issue resolved
Resolution notes copied from Parent Incident: issue resolved,resolution notes copied from parent incident issue resolved
"Server is reachable
hence resolving ","server is reachable
hence resolving "
issue resolved,issue resolved
"•	Windows support team received alerts for ESX host server down at the site ( AIMS & DHCP servers are hosted on this ESX )  
•	Network support team checked with local contact and found Router 1 was rebooted by mistake by someone from the site
•	The team found the ESX module on router was down due to reboot and need to be manually configured to bring it up
•	Windows support team manually brought up the module and once the module was up all the servers came online
•	Users validated and confirmed WIFI & AIMS are up ","	windows support team received alerts for esx host server down at the site  aims  dhcp servers are hosted on this esx   
	network support team checked with local contact and found router  was rebooted by mistake by someone from the site
	the team found the esx module on router was down due to reboot and need to be manually configured to bring it up
	windows support team manually brought up the module and once the module was up all the servers came online
	users validated and confirmed wifi  aims are up "
"Resolution notes copied from Parent Incident: •	Windows support team received alerts for ESX host server down at the site ( AIMS & DHCP servers are hosted on this ESX )  
•	Network support team checked with local contact and found Router 1 was rebooted by mistake by someone from the site
•	The team found the ESX module on router was down due to reboot and need to be manually configured to bring it up
•	Windows support team manually brought up the module and once the module was up all the servers came online
•	Users validated and confirmed WIFI & AIMS are up ","resolution notes copied from parent incident 	windows support team received alerts for esx host server down at the site  aims  dhcp servers are hosted on this esx   
	network support team checked with local contact and found router  was rebooted by mistake by someone from the site
	the team found the esx module on router was down due to reboot and need to be manually configured to bring it up
	windows support team manually brought up the module and once the module was up all the servers came online
	users validated and confirmed wifi  aims are up "
"Resolution notes copied from Parent Incident: •	Windows support team received alerts for ESX host server down at the site ( AIMS & DHCP servers are hosted on this ESX )  
•	Network support team checked with local contact and found Router 1 was rebooted by mistake by someone from the site
•	The team found the ESX module on router was down due to reboot and need to be manually configured to bring it up
•	Windows support team manually brought up the module and once the module was up all the servers came online
•	Users validated and confirmed WIFI & AIMS are up ","resolution notes copied from parent incident 	windows support team received alerts for esx host server down at the site  aims  dhcp servers are hosted on this esx   
	network support team checked with local contact and found router  was rebooted by mistake by someone from the site
	the team found the esx module on router was down due to reboot and need to be manually configured to bring it up
	windows support team manually brought up the module and once the module was up all the servers came online
	users validated and confirmed wifi  aims are up "
